utla,msoa,utla_name
E08000019,E02001680,Sheffield
E08000019,E02001681,Sheffield
E08000037,E02001682,Gateshead
E08000037,E02001683,Gateshead
E08000037,E02001684,Gateshead
E08000037,E02001685,Gateshead
E08000037,E02001686,Gateshead
E08000037,E02001688,Gateshead
E08000037,E02001689,Gateshead
E08000037,E02001690,Gateshead
E08000037,E02001691,Gateshead
E08000037,E02001692,Gateshead
E08000037,E02001693,Gateshead
E08000037,E02001694,Gateshead
E08000037,E02001695,Gateshead
E08000037,E02001696,Gateshead
E08000037,E02001697,Gateshead
E08000037,E02001698,Gateshead
E08000037,E02001699,Gateshead
E08000037,E02001700,Gateshead
E08000037,E02001701,Gateshead
E08000037,E02001702,Gateshead
E08000037,E02001703,Gateshead
E08000037,E02001704,Gateshead
E08000037,E02001705,Gateshead
E08000037,E02001706,Gateshead
E08000037,E02001707,Gateshead
E08000021,E02001708,Newcastle upon Tyne
E08000021,E02001709,Newcastle upon Tyne
E08000021,E02001710,Newcastle upon Tyne
E08000021,E02001711,Newcastle upon Tyne
E08000021,E02001712,Newcastle upon Tyne
E08000021,E02001713,Newcastle upon Tyne
E08000021,E02001714,Newcastle upon Tyne
E08000021,E02001715,Newcastle upon Tyne
E08000021,E02001718,Newcastle upon Tyne
E08000021,E02001719,Newcastle upon Tyne
E08000021,E02001720,Newcastle upon Tyne
E08000021,E02001721,Newcastle upon Tyne
E08000021,E02001722,Newcastle upon Tyne
E08000021,E02001723,Newcastle upon Tyne
E08000021,E02001724,Newcastle upon Tyne
E08000021,E02001725,Newcastle upon Tyne
E08000021,E02001726,Newcastle upon Tyne
E08000021,E02001727,Newcastle upon Tyne
E08000021,E02001728,Newcastle upon Tyne
E08000021,E02001729,Newcastle upon Tyne
E08000021,E02001730,Newcastle upon Tyne
E08000021,E02001731,Newcastle upon Tyne
E08000021,E02001732,Newcastle upon Tyne
E08000021,E02001733,Newcastle upon Tyne
E08000021,E02001734,Newcastle upon Tyne
E08000021,E02001735,Newcastle upon Tyne
E08000021,E02001736,Newcastle upon Tyne
E08000021,E02001737,Newcastle upon Tyne
E08000022,E02001738,North Tyneside
E08000022,E02001739,North Tyneside
E08000022,E02001740,North Tyneside
E08000022,E02001741,North Tyneside
E08000022,E02001742,North Tyneside
E08000022,E02001743,North Tyneside
E08000022,E02001744,North Tyneside
E08000022,E02001745,North Tyneside
E08000022,E02001746,North Tyneside
E08000022,E02001747,North Tyneside
E08000022,E02001748,North Tyneside
E08000022,E02001749,North Tyneside
E08000022,E02001750,North Tyneside
E08000022,E02001751,North Tyneside
E08000022,E02001752,North Tyneside
E08000022,E02001753,North Tyneside
E08000022,E02001754,North Tyneside
E08000022,E02001755,North Tyneside
E08000022,E02001756,North Tyneside
E08000022,E02001757,North Tyneside
E08000022,E02001758,North Tyneside
E08000022,E02001759,North Tyneside
E08000022,E02001760,North Tyneside
E08000022,E02001761,North Tyneside
E08000022,E02001762,North Tyneside
E08000022,E02001763,North Tyneside
E08000022,E02001764,North Tyneside
E08000022,E02001765,North Tyneside
E08000022,E02001766,North Tyneside
E08000022,E02001767,North Tyneside
E08000023,E02001768,South Tyneside
E08000023,E02001769,South Tyneside
E08000023,E02001770,South Tyneside
E08000023,E02001771,South Tyneside
E08000023,E02001772,South Tyneside
E08000023,E02001773,South Tyneside
E08000023,E02001774,South Tyneside
E08000023,E02001775,South Tyneside
E08000023,E02001776,South Tyneside
E08000023,E02001777,South Tyneside
E08000023,E02001778,South Tyneside
E08000023,E02001779,South Tyneside
E08000023,E02001780,South Tyneside
E08000023,E02001781,South Tyneside
E08000023,E02001782,South Tyneside
E08000023,E02001783,South Tyneside
E08000023,E02001784,South Tyneside
E08000023,E02001785,South Tyneside
E08000023,E02001786,South Tyneside
E08000023,E02001787,South Tyneside
E08000023,E02001788,South Tyneside
E08000023,E02001789,South Tyneside
E08000023,E02001790,South Tyneside
E08000024,E02001791,Sunderland
E08000024,E02001792,Sunderland
E08000024,E02001793,Sunderland
E08000024,E02001794,Sunderland
E08000024,E02001795,Sunderland
E08000024,E02001796,Sunderland
E08000024,E02001797,Sunderland
E08000024,E02001798,Sunderland
E08000024,E02001799,Sunderland
E08000024,E02001800,Sunderland
E08000024,E02001801,Sunderland
E08000024,E02001802,Sunderland
E08000024,E02001803,Sunderland
E08000024,E02001804,Sunderland
E08000024,E02001805,Sunderland
E08000024,E02001806,Sunderland
E08000024,E02001807,Sunderland
E08000024,E02001808,Sunderland
E08000024,E02001809,Sunderland
E08000024,E02001810,Sunderland
E08000024,E02001811,Sunderland
E08000024,E02001812,Sunderland
E08000024,E02001813,Sunderland
E08000024,E02001814,Sunderland
E08000024,E02001815,Sunderland
E08000024,E02001816,Sunderland
E08000024,E02001817,Sunderland
E08000024,E02001818,Sunderland
E08000024,E02001819,Sunderland
E08000024,E02001820,Sunderland
E08000024,E02001821,Sunderland
E08000024,E02001822,Sunderland
E08000024,E02001823,Sunderland
E08000024,E02001824,Sunderland
E08000024,E02001825,Sunderland
E08000024,E02001826,Sunderland
E08000025,E02001827,Birmingham
E08000025,E02001828,Birmingham
E08000025,E02001829,Birmingham
E08000025,E02001830,Birmingham
E08000025,E02001831,Birmingham
E08000025,E02001832,Birmingham
E08000025,E02001833,Birmingham
E08000025,E02001834,Birmingham
E08000025,E02001835,Birmingham
E08000025,E02001836,Birmingham
E08000025,E02001837,Birmingham
E08000025,E02001838,Birmingham
E08000025,E02001839,Birmingham
E08000025,E02001840,Birmingham
E08000025,E02001841,Birmingham
E08000025,E02001842,Birmingham
E08000025,E02001843,Birmingham
E08000025,E02001844,Birmingham
E08000025,E02001845,Birmingham
E08000025,E02001846,Birmingham
E08000025,E02001847,Birmingham
E08000025,E02001848,Birmingham
E08000025,E02001849,Birmingham
E08000025,E02001850,Birmingham
E08000025,E02001851,Birmingham
E08000025,E02001852,Birmingham
E08000025,E02001854,Birmingham
E08000025,E02001855,Birmingham
E08000025,E02001856,Birmingham
E08000025,E02001857,Birmingham
E08000025,E02001858,Birmingham
E08000025,E02001859,Birmingham
E08000025,E02001860,Birmingham
E08000025,E02001861,Birmingham
E08000025,E02001862,Birmingham
E08000025,E02001863,Birmingham
E08000025,E02001864,Birmingham
E08000025,E02001865,Birmingham
E08000025,E02001866,Birmingham
E08000025,E02001867,Birmingham
E08000025,E02001868,Birmingham
E08000025,E02001869,Birmingham
E08000025,E02001870,Birmingham
E08000025,E02001871,Birmingham
E08000025,E02001872,Birmingham
E08000025,E02001873,Birmingham
E08000025,E02001874,Birmingham
E08000025,E02001875,Birmingham
E08000025,E02001876,Birmingham
E08000025,E02001877,Birmingham
E08000025,E02001878,Birmingham
E08000025,E02001879,Birmingham
E08000025,E02001880,Birmingham
E08000025,E02001881,Birmingham
E08000025,E02001882,Birmingham
E08000025,E02001883,Birmingham
E08000025,E02001884,Birmingham
E08000025,E02001886,Birmingham
E08000025,E02001888,Birmingham
E08000025,E02001889,Birmingham
E08000025,E02001890,Birmingham
E08000025,E02001892,Birmingham
E08000025,E02001893,Birmingham
E08000025,E02001895,Birmingham
E08000025,E02001896,Birmingham
E08000025,E02001897,Birmingham
E08000025,E02001898,Birmingham
E08000025,E02001899,Birmingham
E08000025,E02001900,Birmingham
E08000025,E02001901,Birmingham
E08000025,E02001902,Birmingham
E08000025,E02001903,Birmingham
E08000025,E02001904,Birmingham
E08000025,E02001905,Birmingham
E08000025,E02001906,Birmingham
E08000025,E02001907,Birmingham
E08000025,E02001908,Birmingham
E08000025,E02001909,Birmingham
E08000025,E02001910,Birmingham
E08000025,E02001911,Birmingham
E08000025,E02001913,Birmingham
E08000025,E02001914,Birmingham
E08000025,E02001915,Birmingham
E08000025,E02001916,Birmingham
E08000025,E02001918,Birmingham
E08000025,E02001919,Birmingham
E08000025,E02001920,Birmingham
E08000025,E02001921,Birmingham
E08000025,E02001922,Birmingham
E08000025,E02001923,Birmingham
E08000025,E02001924,Birmingham
E08000025,E02001925,Birmingham
E08000025,E02001926,Birmingham
E08000025,E02001927,Birmingham
E08000025,E02001928,Birmingham
E08000025,E02001929,Birmingham
E08000025,E02001930,Birmingham
E08000025,E02001931,Birmingham
E08000025,E02001932,Birmingham
E08000025,E02001933,Birmingham
E08000025,E02001934,Birmingham
E08000025,E02001935,Birmingham
E08000025,E02001936,Birmingham
E08000025,E02001937,Birmingham
E08000025,E02001938,Birmingham
E08000025,E02001939,Birmingham
E08000025,E02001941,Birmingham
E08000025,E02001942,Birmingham
E08000025,E02001943,Birmingham
E08000025,E02001944,Birmingham
E08000025,E02001945,Birmingham
E08000025,E02001946,Birmingham
E08000025,E02001947,Birmingham
E08000025,E02001948,Birmingham
E08000025,E02001949,Birmingham
E08000025,E02001950,Birmingham
E08000025,E02001951,Birmingham
E08000025,E02001952,Birmingham
E08000025,E02001953,Birmingham
E08000025,E02001954,Birmingham
E08000025,E02001955,Birmingham
E08000025,E02001956,Birmingham
E08000025,E02001957,Birmingham
E08000026,E02001958,Coventry
E08000026,E02001959,Coventry
E08000026,E02001961,Coventry
E08000026,E02001962,Coventry
E08000026,E02001963,Coventry
E08000026,E02001964,Coventry
E08000026,E02001965,Coventry
E08000026,E02001966,Coventry
E08000026,E02001967,Coventry
E08000026,E02001968,Coventry
E08000026,E02001969,Coventry
E08000026,E02001970,Coventry
E08000026,E02001971,Coventry
E08000026,E02001972,Coventry
E08000026,E02001973,Coventry
E08000026,E02001974,Coventry
E08000026,E02001975,Coventry
E08000026,E02001976,Coventry
E08000026,E02001977,Coventry
E08000026,E02001978,Coventry
E08000026,E02001979,Coventry
E08000026,E02001980,Coventry
E08000026,E02001981,Coventry
E08000026,E02001982,Coventry
E08000026,E02001983,Coventry
E08000026,E02001984,Coventry
E08000026,E02001985,Coventry
E08000026,E02001986,Coventry
E08000026,E02001987,Coventry
E08000026,E02001988,Coventry
E08000026,E02001989,Coventry
E08000026,E02001990,Coventry
E08000026,E02001991,Coventry
E08000026,E02001992,Coventry
E08000026,E02001993,Coventry
E08000026,E02001994,Coventry
E08000026,E02001995,Coventry
E08000026,E02001996,Coventry
E08000026,E02001997,Coventry
E08000026,E02001998,Coventry
E08000026,E02001999,Coventry
E08000027,E02002000,Dudley
E08000027,E02002001,Dudley
E08000027,E02002002,Dudley
E08000027,E02002003,Dudley
E08000027,E02002004,Dudley
E08000027,E02002005,Dudley
E08000027,E02002006,Dudley
E08000027,E02002007,Dudley
E08000027,E02002008,Dudley
E08000027,E02002009,Dudley
E08000027,E02002010,Dudley
E08000027,E02002011,Dudley
E08000027,E02002012,Dudley
E08000027,E02002013,Dudley
E08000027,E02002014,Dudley
E08000027,E02002015,Dudley
E08000027,E02002016,Dudley
E08000027,E02002017,Dudley
E08000027,E02002018,Dudley
E08000027,E02002019,Dudley
E08000027,E02002020,Dudley
E08000027,E02002021,Dudley
E08000027,E02002022,Dudley
E08000027,E02002023,Dudley
E08000027,E02002024,Dudley
E08000027,E02002025,Dudley
E08000027,E02002026,Dudley
E08000027,E02002027,Dudley
E08000027,E02002028,Dudley
E08000027,E02002029,Dudley
E08000027,E02002030,Dudley
E08000027,E02002031,Dudley
E08000027,E02002032,Dudley
E08000027,E02002033,Dudley
E08000027,E02002034,Dudley
E08000027,E02002035,Dudley
E08000027,E02002036,Dudley
E08000027,E02002037,Dudley
E08000027,E02002038,Dudley
E08000027,E02002039,Dudley
E08000027,E02002040,Dudley
E08000027,E02002041,Dudley
E08000027,E02002042,Dudley
E08000028,E02002043,Sandwell
E08000028,E02002044,Sandwell
E08000028,E02002045,Sandwell
E08000028,E02002046,Sandwell
E08000028,E02002047,Sandwell
E08000028,E02002048,Sandwell
E08000028,E02002049,Sandwell
E08000028,E02002051,Sandwell
E08000028,E02002052,Sandwell
E08000028,E02002053,Sandwell
E08000028,E02002054,Sandwell
E08000028,E02002055,Sandwell
E08000028,E02002056,Sandwell
E08000028,E02002057,Sandwell
E08000028,E02002058,Sandwell
E08000028,E02002059,Sandwell
E08000028,E02002060,Sandwell
E08000028,E02002061,Sandwell
E08000028,E02002062,Sandwell
E08000028,E02002063,Sandwell
E08000028,E02002064,Sandwell
E08000028,E02002065,Sandwell
E08000028,E02002066,Sandwell
E08000028,E02002067,Sandwell
E08000028,E02002068,Sandwell
E08000028,E02002069,Sandwell
E08000028,E02002070,Sandwell
E08000028,E02002071,Sandwell
E08000028,E02002072,Sandwell
E08000028,E02002073,Sandwell
E08000028,E02002074,Sandwell
E08000028,E02002075,Sandwell
E08000028,E02002076,Sandwell
E08000028,E02002077,Sandwell
E08000028,E02002078,Sandwell
E08000028,E02002079,Sandwell
E08000028,E02002080,Sandwell
E08000029,E02002081,Solihull
E08000029,E02002082,Solihull
E08000029,E02002083,Solihull
E08000029,E02002084,Solihull
E08000029,E02002085,Solihull
E08000029,E02002086,Solihull
E08000029,E02002087,Solihull
E08000029,E02002088,Solihull
E08000029,E02002089,Solihull
E08000029,E02002090,Solihull
E08000029,E02002091,Solihull
E08000029,E02002092,Solihull
E08000029,E02002093,Solihull
E08000029,E02002094,Solihull
E08000029,E02002095,Solihull
E08000029,E02002096,Solihull
E08000029,E02002097,Solihull
E08000029,E02002098,Solihull
E08000029,E02002099,Solihull
E08000029,E02002101,Solihull
E08000029,E02002102,Solihull
E08000029,E02002103,Solihull
E08000029,E02002104,Solihull
E08000029,E02002105,Solihull
E08000029,E02002106,Solihull
E08000029,E02002107,Solihull
E08000029,E02002108,Solihull
E08000029,E02002109,Solihull
E08000030,E02002110,Walsall
E08000030,E02002111,Walsall
E08000030,E02002112,Walsall
E08000030,E02002113,Walsall
E08000030,E02002114,Walsall
E08000030,E02002115,Walsall
E08000030,E02002116,Walsall
E08000030,E02002117,Walsall
E08000030,E02002118,Walsall
E08000030,E02002119,Walsall
E08000030,E02002120,Walsall
E08000030,E02002121,Walsall
E08000030,E02002122,Walsall
E08000030,E02002123,Walsall
E08000030,E02002124,Walsall
E08000030,E02002125,Walsall
E08000030,E02002126,Walsall
E08000030,E02002127,Walsall
E08000030,E02002128,Walsall
E08000030,E02002129,Walsall
E08000030,E02002130,Walsall
E08000030,E02002131,Walsall
E08000030,E02002132,Walsall
E08000030,E02002133,Walsall
E08000030,E02002134,Walsall
E08000030,E02002135,Walsall
E08000030,E02002136,Walsall
E08000030,E02002137,Walsall
E08000030,E02002138,Walsall
E08000030,E02002139,Walsall
E08000030,E02002140,Walsall
E08000030,E02002141,Walsall
E08000030,E02002142,Walsall
E08000030,E02002143,Walsall
E08000030,E02002144,Walsall
E08000030,E02002145,Walsall
E08000030,E02002146,Walsall
E08000030,E02002147,Walsall
E08000030,E02002148,Walsall
E08000031,E02002149,Wolverhampton
E08000031,E02002150,Wolverhampton
E08000031,E02002151,Wolverhampton
E08000031,E02002152,Wolverhampton
E08000031,E02002153,Wolverhampton
E08000031,E02002154,Wolverhampton
E08000031,E02002155,Wolverhampton
E08000031,E02002156,Wolverhampton
E08000031,E02002157,Wolverhampton
E08000031,E02002158,Wolverhampton
E08000031,E02002159,Wolverhampton
E08000031,E02002160,Wolverhampton
E08000031,E02002161,Wolverhampton
E08000031,E02002162,Wolverhampton
E08000031,E02002163,Wolverhampton
E08000031,E02002164,Wolverhampton
E08000031,E02002165,Wolverhampton
E08000031,E02002166,Wolverhampton
E08000031,E02002167,Wolverhampton
E08000031,E02002168,Wolverhampton
E08000031,E02002169,Wolverhampton
E08000031,E02002170,Wolverhampton
E08000031,E02002171,Wolverhampton
E08000031,E02002174,Wolverhampton
E08000031,E02002175,Wolverhampton
E08000031,E02002176,Wolverhampton
E08000031,E02002177,Wolverhampton
E08000031,E02002178,Wolverhampton
E08000031,E02002179,Wolverhampton
E08000031,E02002180,Wolverhampton
E08000031,E02002181,Wolverhampton
E08000031,E02002182,Wolverhampton
E08000032,E02002183,Bradford
E08000032,E02002184,Bradford
E08000032,E02002185,Bradford
E08000032,E02002186,Bradford
E08000032,E02002187,Bradford
E08000032,E02002188,Bradford
E08000032,E02002189,Bradford
E08000032,E02002190,Bradford
E08000032,E02002191,Bradford
E08000032,E02002192,Bradford
E08000032,E02002193,Bradford
E08000032,E02002194,Bradford
E08000032,E02002195,Bradford
E08000032,E02002196,Bradford
E08000032,E02002197,Bradford
E08000032,E02002198,Bradford
E08000032,E02002199,Bradford
E08000032,E02002200,Bradford
E08000032,E02002201,Bradford
E08000032,E02002202,Bradford
E08000032,E02002203,Bradford
E08000032,E02002204,Bradford
E08000032,E02002205,Bradford
E08000032,E02002206,Bradford
E08000032,E02002207,Bradford
E08000032,E02002208,Bradford
E08000032,E02002209,Bradford
E08000032,E02002210,Bradford
E08000032,E02002211,Bradford
E08000032,E02002212,Bradford
E08000032,E02002213,Bradford
E08000032,E02002214,Bradford
E08000032,E02002215,Bradford
E08000032,E02002216,Bradford
E08000032,E02002217,Bradford
E08000032,E02002218,Bradford
E08000032,E02002219,Bradford
E08000032,E02002220,Bradford
E08000032,E02002221,Bradford
E08000032,E02002222,Bradford
E08000032,E02002223,Bradford
E08000032,E02002224,Bradford
E08000032,E02002225,Bradford
E08000032,E02002226,Bradford
E08000032,E02002227,Bradford
E08000032,E02002228,Bradford
E08000032,E02002229,Bradford
E08000032,E02002230,Bradford
E08000032,E02002231,Bradford
E08000032,E02002232,Bradford
E08000032,E02002233,Bradford
E08000032,E02002234,Bradford
E08000032,E02002235,Bradford
E08000032,E02002236,Bradford
E08000032,E02002237,Bradford
E08000032,E02002238,Bradford
E08000032,E02002239,Bradford
E08000032,E02002240,Bradford
E08000032,E02002241,Bradford
E08000032,E02002242,Bradford
E08000032,E02002243,Bradford
E08000033,E02002244,Calderdale
E08000033,E02002245,Calderdale
E08000033,E02002246,Calderdale
E08000033,E02002247,Calderdale
E08000033,E02002248,Calderdale
E08000033,E02002249,Calderdale
E08000033,E02002250,Calderdale
E08000033,E02002251,Calderdale
E08000033,E02002252,Calderdale
E08000033,E02002253,Calderdale
E08000033,E02002254,Calderdale
E08000033,E02002255,Calderdale
E08000033,E02002256,Calderdale
E08000033,E02002257,Calderdale
E08000033,E02002258,Calderdale
E08000033,E02002259,Calderdale
E08000033,E02002260,Calderdale
E08000033,E02002261,Calderdale
E08000033,E02002262,Calderdale
E08000033,E02002263,Calderdale
E08000033,E02002264,Calderdale
E08000033,E02002265,Calderdale
E08000033,E02002266,Calderdale
E08000033,E02002267,Calderdale
E08000033,E02002268,Calderdale
E08000033,E02002269,Calderdale
E08000033,E02002270,Calderdale
E08000034,E02002271,Kirklees
E08000034,E02002272,Kirklees
E08000034,E02002273,Kirklees
E08000034,E02002274,Kirklees
E08000034,E02002275,Kirklees
E08000034,E02002276,Kirklees
E08000034,E02002277,Kirklees
E08000034,E02002278,Kirklees
E08000034,E02002279,Kirklees
E08000034,E02002280,Kirklees
E08000034,E02002281,Kirklees
E08000034,E02002282,Kirklees
E08000034,E02002283,Kirklees
E08000034,E02002284,Kirklees
E08000034,E02002285,Kirklees
E08000034,E02002286,Kirklees
E08000034,E02002287,Kirklees
E08000034,E02002288,Kirklees
E08000034,E02002289,Kirklees
E08000034,E02002290,Kirklees
E08000034,E02002291,Kirklees
E08000034,E02002292,Kirklees
E08000034,E02002293,Kirklees
E08000034,E02002294,Kirklees
E08000034,E02002295,Kirklees
E08000034,E02002296,Kirklees
E08000034,E02002297,Kirklees
E08000034,E02002298,Kirklees
E08000034,E02002299,Kirklees
E08000034,E02002300,Kirklees
E08000034,E02002301,Kirklees
E08000034,E02002302,Kirklees
E08000034,E02002303,Kirklees
E08000034,E02002304,Kirklees
E08000034,E02002305,Kirklees
E08000034,E02002306,Kirklees
E08000034,E02002307,Kirklees
E08000034,E02002308,Kirklees
E08000034,E02002309,Kirklees
E08000034,E02002310,Kirklees
E08000034,E02002311,Kirklees
E08000034,E02002312,Kirklees
E08000034,E02002313,Kirklees
E08000034,E02002314,Kirklees
E08000034,E02002315,Kirklees
E08000034,E02002316,Kirklees
E08000034,E02002317,Kirklees
E08000034,E02002318,Kirklees
E08000034,E02002319,Kirklees
E08000034,E02002320,Kirklees
E08000034,E02002321,Kirklees
E08000034,E02002322,Kirklees
E08000034,E02002323,Kirklees
E08000034,E02002324,Kirklees
E08000034,E02002325,Kirklees
E08000034,E02002326,Kirklees
E08000034,E02002327,Kirklees
E08000034,E02002328,Kirklees
E08000034,E02002329,Kirklees
E08000035,E02002330,Leeds
E08000035,E02002331,Leeds
E08000035,E02002332,Leeds
E08000035,E02002333,Leeds
E08000035,E02002334,Leeds
E08000035,E02002335,Leeds
E08000035,E02002336,Leeds
E08000035,E02002337,Leeds
E08000035,E02002338,Leeds
E08000035,E02002339,Leeds
E08000035,E02002340,Leeds
E08000035,E02002341,Leeds
E08000035,E02002342,Leeds
E08000035,E02002343,Leeds
E08000035,E02002344,Leeds
E08000035,E02002345,Leeds
E08000035,E02002346,Leeds
E08000035,E02002347,Leeds
E08000035,E02002348,Leeds
E08000035,E02002349,Leeds
E08000035,E02002350,Leeds
E08000035,E02002351,Leeds
E08000035,E02002352,Leeds
E08000035,E02002353,Leeds
E08000035,E02002354,Leeds
E08000035,E02002356,Leeds
E08000035,E02002357,Leeds
E08000035,E02002358,Leeds
E08000035,E02002359,Leeds
E08000035,E02002360,Leeds
E08000035,E02002361,Leeds
E08000035,E02002362,Leeds
E08000035,E02002363,Leeds
E08000035,E02002364,Leeds
E08000035,E02002366,Leeds
E08000035,E02002367,Leeds
E08000035,E02002368,Leeds
E08000035,E02002369,Leeds
E08000035,E02002370,Leeds
E08000035,E02002371,Leeds
E08000035,E02002373,Leeds
E08000035,E02002374,Leeds
E08000035,E02002375,Leeds
E08000035,E02002376,Leeds
E08000035,E02002377,Leeds
E08000035,E02002379,Leeds
E08000035,E02002380,Leeds
E08000035,E02002381,Leeds
E08000035,E02002382,Leeds
E08000035,E02002383,Leeds
E08000035,E02002384,Leeds
E08000035,E02002385,Leeds
E08000035,E02002386,Leeds
E08000035,E02002387,Leeds
E08000035,E02002388,Leeds
E08000035,E02002389,Leeds
E08000035,E02002390,Leeds
E08000035,E02002391,Leeds
E08000035,E02002392,Leeds
E08000035,E02002393,Leeds
E08000035,E02002394,Leeds
E08000035,E02002395,Leeds
E08000035,E02002396,Leeds
E08000035,E02002397,Leeds
E08000035,E02002398,Leeds
E08000035,E02002399,Leeds
E08000035,E02002400,Leeds
E08000035,E02002401,Leeds
E08000035,E02002402,Leeds
E08000035,E02002403,Leeds
E08000035,E02002404,Leeds
E08000035,E02002405,Leeds
E08000035,E02002406,Leeds
E08000035,E02002407,Leeds
E08000035,E02002408,Leeds
E08000035,E02002409,Leeds
E08000035,E02002410,Leeds
E08000035,E02002411,Leeds
E08000035,E02002412,Leeds
E08000035,E02002414,Leeds
E08000035,E02002415,Leeds
E08000035,E02002416,Leeds
E08000035,E02002417,Leeds
E08000035,E02002418,Leeds
E08000035,E02002419,Leeds
E08000035,E02002420,Leeds
E08000035,E02002421,Leeds
E08000035,E02002422,Leeds
E08000035,E02002423,Leeds
E08000035,E02002424,Leeds
E08000035,E02002425,Leeds
E08000035,E02002426,Leeds
E08000035,E02002427,Leeds
E08000035,E02002428,Leeds
E08000035,E02002429,Leeds
E08000035,E02002430,Leeds
E08000035,E02002431,Leeds
E08000035,E02002432,Leeds
E08000035,E02002433,Leeds
E08000035,E02002434,Leeds
E08000035,E02002435,Leeds
E08000035,E02002436,Leeds
E08000035,E02002437,Leeds
E08000036,E02002438,Wakefield
E08000036,E02002439,Wakefield
E08000036,E02002440,Wakefield
E08000036,E02002441,Wakefield
E08000036,E02002442,Wakefield
E08000036,E02002443,Wakefield
E08000036,E02002444,Wakefield
E08000036,E02002445,Wakefield
E08000036,E02002446,Wakefield
E08000036,E02002447,Wakefield
E08000036,E02002448,Wakefield
E08000036,E02002449,Wakefield
E08000036,E02002450,Wakefield
E08000036,E02002451,Wakefield
E08000036,E02002452,Wakefield
E08000036,E02002453,Wakefield
E08000036,E02002454,Wakefield
E08000036,E02002455,Wakefield
E08000036,E02002456,Wakefield
E08000036,E02002457,Wakefield
E08000036,E02002458,Wakefield
E08000036,E02002459,Wakefield
E08000036,E02002460,Wakefield
E08000036,E02002461,Wakefield
E08000036,E02002462,Wakefield
E08000036,E02002463,Wakefield
E08000036,E02002464,Wakefield
E08000036,E02002465,Wakefield
E08000036,E02002466,Wakefield
E08000036,E02002467,Wakefield
E08000036,E02002468,Wakefield
E08000036,E02002469,Wakefield
E08000036,E02002470,Wakefield
E08000036,E02002471,Wakefield
E08000036,E02002472,Wakefield
E08000036,E02002473,Wakefield
E08000036,E02002474,Wakefield
E08000036,E02002475,Wakefield
E08000036,E02002476,Wakefield
E08000036,E02002477,Wakefield
E08000036,E02002478,Wakefield
E08000036,E02002479,Wakefield
E08000036,E02002480,Wakefield
E08000036,E02002481,Wakefield
E08000036,E02002482,Wakefield
E06000001,E02002483,Hartlepool
E06000001,E02002484,Hartlepool
E06000001,E02002485,Hartlepool
E06000001,E02002487,Hartlepool
E06000001,E02002488,Hartlepool
E06000001,E02002489,Hartlepool
E06000001,E02002490,Hartlepool
E06000001,E02002491,Hartlepool
E06000001,E02002492,Hartlepool
E06000001,E02002493,Hartlepool
E06000001,E02002494,Hartlepool
E06000002,E02002496,Middlesbrough
E06000002,E02002497,Middlesbrough
E06000002,E02002498,Middlesbrough
E06000002,E02002499,Middlesbrough
E06000002,E02002500,Middlesbrough
E06000002,E02002501,Middlesbrough
E06000002,E02002502,Middlesbrough
E06000002,E02002503,Middlesbrough
E06000002,E02002504,Middlesbrough
E06000002,E02002505,Middlesbrough
E06000002,E02002506,Middlesbrough
E06000002,E02002507,Middlesbrough
E06000002,E02002508,Middlesbrough
E06000002,E02002509,Middlesbrough
E06000002,E02002510,Middlesbrough
E06000002,E02002512,Middlesbrough
E06000002,E02002513,Middlesbrough
E06000002,E02002514,Middlesbrough
E06000003,E02002515,Redcar and Cleveland
E06000003,E02002516,Redcar and Cleveland
E06000003,E02002517,Redcar and Cleveland
E06000003,E02002518,Redcar and Cleveland
E06000003,E02002519,Redcar and Cleveland
E06000003,E02002520,Redcar and Cleveland
E06000003,E02002521,Redcar and Cleveland
E06000003,E02002523,Redcar and Cleveland
E06000003,E02002524,Redcar and Cleveland
E06000003,E02002525,Redcar and Cleveland
E06000003,E02002526,Redcar and Cleveland
E06000003,E02002527,Redcar and Cleveland
E06000003,E02002529,Redcar and Cleveland
E06000003,E02002530,Redcar and Cleveland
E06000003,E02002532,Redcar and Cleveland
E06000003,E02002533,Redcar and Cleveland
E06000003,E02002534,Redcar and Cleveland
E06000004,E02002535,Stockton-on-Tees
E06000004,E02002536,Stockton-on-Tees
E06000004,E02002537,Stockton-on-Tees
E06000004,E02002538,Stockton-on-Tees
E06000004,E02002539,Stockton-on-Tees
E06000004,E02002540,Stockton-on-Tees
E06000004,E02002541,Stockton-on-Tees
E06000004,E02002542,Stockton-on-Tees
E06000004,E02002543,Stockton-on-Tees
E06000004,E02002544,Stockton-on-Tees
E06000004,E02002545,Stockton-on-Tees
E06000004,E02002546,Stockton-on-Tees
E06000004,E02002547,Stockton-on-Tees
E06000004,E02002548,Stockton-on-Tees
E06000004,E02002549,Stockton-on-Tees
E06000004,E02002550,Stockton-on-Tees
E06000004,E02002551,Stockton-on-Tees
E06000004,E02002552,Stockton-on-Tees
E06000004,E02002553,Stockton-on-Tees
E06000004,E02002554,Stockton-on-Tees
E06000004,E02002555,Stockton-on-Tees
E06000004,E02002556,Stockton-on-Tees
E06000004,E02002557,Stockton-on-Tees
E06000004,E02002558,Stockton-on-Tees
E06000005,E02002559,Darlington
E06000005,E02002560,Darlington
E06000005,E02002561,Darlington
E06000005,E02002562,Darlington
E06000005,E02002563,Darlington
E06000005,E02002564,Darlington
E06000005,E02002565,Darlington
E06000005,E02002566,Darlington
